Location,Note,Highlight_JP,Highlight_EN,注釈,文化的要素の対応訳,翻訳技法,翻訳技法の選出理由,技法検閲有無,DMIS,DMISの選出理由
963,椎茸,「こんど東京へ行くときには椎茸でも持って行ってお上げ」,"""When you go back to Tokyo, why don't you take him some dried mushrooms?""",,dried mushrooms,Generalization,原文「椎茸」という特定のキノコを、より一般的な「乾燥したきのこ（dried mushrooms）」に一般化しているため。,True,Minimization,「椎茸」という特定の種類のきのこである固有性が「dried mushrooms」という一般的な概念に置き換えられており、読者はその固有性を意識せず自国の乾燥きのこなどと同じものとして処理するため。
978,将棋盤,私は退屈な父の相手としてよく将碁盤に向かった。,"To help my father forget his boredom, I often played chess with him. ",,chess,Adaptation,原文の「将棋盤」が意味する「将棋」というゲームが、ターゲット文化圏で機能的に等しい「chess」に置き換えられているため。,True,Minimization,原文の「将碁盤」から示唆される日本の固有のゲームである「将碁」が、自文化の既知の概念である「chess」に完全に置換されており、読者はその固有性（西洋のチェスとの違い）を認識できず、「私の国にもあるチェスと同じものだ」と誤って処理するため。
979,炬燵,二人とも無精な性質なので、炬燵にあたったまま、盤を櫓の上へ載せて、駒を動かすたびに、わざわざ手を掛蒲団の下から出すような事をした。,"We were both by nature very lazy. We would sit on the floor with a footwarmer between us, and a large quilt covering the footwarmer and our bodies from the waist down.After every move, we would put our hands back under the quilt, determined not to sacrifice comfort for the sake of the game.",,a footwarmer between usand a large quilt covering the footwarmer and our bodies from the waist down,Description,原文「炬燵」を、用語を使わずその機能（footwarmer）と形態（quilt）で説明しているため。,True,Adaptation,"「a footwarmer between us, and a large quilt covering the footwarmer and our bodies from the waist down」という具体的な記述で炬燵の構成と使用法を説明し、さらに後の文で「determined not to sacrifice comfort for the sake of the game」と快適さという機能と文脈が補足されており、読者はその実態と登場人物にとっての重要性を共感的に理解できるため。"
979,櫓,二人とも無精な性質なので、炬燵にあたったまま、盤を櫓の上へ載せて、駒を動かすたびに、わざわざ手を掛蒲団の下から出すような事をした。,"We were both by nature very lazy. We would sit on the floor with a footwarmer between us, and a large quilt covering the footwarmer and our bodies from the waist down.After every move, we would put our hands back under the quilt, determined not to sacrifice comfort for the sake of the game.",,なし,Reduction,"Reduction,原文の「櫓」という情報が、訳文で一切言及されず完全に省略されているため。",True,Denial,原文にあった「櫓」という文化的要素が訳文では完全に削除されており、読者はその要素の存在自体を認知できないため。
983,火箸,それを母が灰の中から見付け出して、火箸で挟み上げるという滑稽もあった。," It amused us all when once my mother found the lost pieces among the cinders in the footwarmer, and had to retrieve them with a pair of tongs.",,a pair of tongs,Generalization,原文の「火箸」という特定の挟み道具が、訳文ではより一般的な「tongs」（挟み道具全般）に一般化されているため。,True,Minimization,「火箸」が持つ「火を扱うための、箸状の特定の道具」という固有の形状や文化的な文脈（日本では火箸として区別される）が、「a pair of tongs」という汎用的な訳語によって一般的な「トング」に置き換えられており、読者はそれを自文化にも存在する道具と同一視し、固有性を意識しないため。
984,碁,「碁 だと盤が高過ぎる上に、足が着いているから、炬燵の上では打てないが、そこへ来ると将碁盤は 好いね、こうして楽に差せるから。無精者には持って来いだ。もう一番やろう」,"""One good thing about chess is that we can play it in this comfortable position,"" my father once said. ""It's an ideal game for lazy people like us. The trouble with go is that the board is too high--and it has legs too--and we couldn't very well put it between us on the foot warmer and play on it... How about another game of chess?""",go : kind of checkers.,go,Amplification,原文「碁」を「go」と音写し、さらに注釈で「kind of checkers.」と説明（増幅）を加えているため。,True,Adaptation,音写された「go」に「kind of checkers」という既知の概念に繋ぐ注釈があり、その上で「board is too high--and it has legs too」という具体的な物理的特徴と、「we couldn't very well put it between us on the foot warmer and play on it」という日本の生活様式における機能的・文脈的な説明が加えられているため、読者はその差異と機能を具体的に理解し、共感できる状態にあると判断できる。
991,金,私は金や香車を握った拳を頭の上へ伸ばして、時々思い切ったあくびをした。,"At times, in the middle of a game, I would find myself yawning heavily.",,なし,Reduction,原文の「金」という将棋の駒に関する情報が、訳文では「in the middle of a game」と一般化され、具体性が完全に省略されているため。,True,Denial,「金」という将棋の駒を表す文化的要素が英訳から完全に削除されており、日本に関する知識が皆無の読者はその要素の存在自体を認識できないため。
991,香車,私は金や香車を握った拳を頭の上へ伸ばして、時々思い切ったあくびをした。,"At times, in the middle of a game, I would find myself yawning heavily.",,なし,Reduction,原文の「香車」という将棋の駒に関する情報が、訳文では「in the middle of a game」と一般化され、具体性が完全に省略されているため。,True,Denial,原文で将棋の駒の一種である「香車」という文化的要素が、英訳では完全に削除されており、読者はその存在を翻訳テキストから認知できないため。
998,将棋,それでいて、この将碁を差したがる父は、単なる娯楽の相手としても私には物足りなかった。かつて遊興のために 往来 をした 覚えのない先生は、歓楽の交際から出る親しみ以上に、いつか私の頭に影響を与えていた。,"But while my chess-loving father failed even to entertain me, Sensei, whose acquaintance I had never sought for amusement's sake, gave me far greater intellectual satisfaction as a companion.",,chess,Adaptation,原文「将碁」という文化的要素を、ターゲット文化圏で機能的に近い「chess」に置き換えているため。,True,Minimization,「将棋」を西洋の「chess」に完全に置き換えており、読者は将棋が持つ日本独自のルールや文化的な固有性を認識せず、自文化の既知の概念として処理するため。
1010,儒者,昔でいうと、儒者の家へ切支丹の臭いを持ち込むように、私の持って帰るものは父とも母とも調和しなかった。," As someone in days gone by might have put it, it was like introducing the smell of a Christian into the home of a Confucianist.",,Confucianist,Established equivalent,原文「儒者」を、英語圏で定着している訳語「Confucianist」で対応させているため。,True,Minimization,「儒者」を「Confucianist」と訳しているが、これは一般的な儒教の信奉者を指す言葉であり、日本における「儒者」が持つ特定の社会的・歴史的文脈（例：江戸時代の知識人階級、官僚、学問の中核）という固有性が、普遍的な概念に置き換えられることで薄れており、読者はその違いを意識せず自文化の既知の概念と似たものとして処理するため。
1010,切支丹,昔でいうと、儒者の家へ切支丹の臭いを持ち込むように、私の持って帰るものは父とも母とも調和しなかった。," As someone in days gone by might have put it, it was like introducing the smell of a Christian into the home of a Confucianist.",,Christian,Generalization,原文の「切支丹」が持つ日本の特定の歴史的・文化的文脈を排し、より一般的で中立的な「キリスト教徒」を意味する「Christian」に一般化しているため。,True,Minimization,「切支丹」が持つ日本の歴史的・文化的固有性（特に禁教時代の異端性や反体制性）が「Christian」という普遍的な訳語によって失われ、読者は自文化の一般的なキリスト教徒という既知の概念で処理するため、その固有性を意識しない状態に置かれるため。
1021,松飾,東京へ帰ってみると、松飾はいつか取り払われていた。,"When I returned to Tokyo, I discovered that all the New Year decorations had already been taken down.",,New Year decorations,Generalization,原文「松飾」を、より一般的・中立的な「New Year decorations（新年の飾り）」という用語に置き換えているため。,True,Minimization,「松飾」が持つ「松」という特定の植物や、神々を迎え入れる依り代としての意味合いといった固有性が「New Year decorations」という普遍的な訳語に完全に置き換えられており、読者は日本の固有性を意識せず自国の新年の飾り付けと同じものとして処理するため。
1021,正月,町は寒い風の吹くに任せて、どこを見てもこれというほどの正月めいた景気はなかった。," I detected little of the New Year spirit as I walked about the cold, windy streets.",,New Year spirit,Established equivalent,キーワード「正月」が、英語圏で定着している等価語「New Year spirit」で訳されているため。,True,Minimization,「正月」が持つ日本固有の伝統や文化的な意味合いが、「New Year spirit」という普遍的な表現によって自文化の「新年」という既知の概念に置き換えられており、その固有性が読者に伝わらず消滅しているため。
1094,好事家,私の眼は好事家が骨董でも掘り出す時のように背表紙の金文字をあさった。,"If I was not at my desk, I was in the gloomy library, hurriedly scanning the titles on the high shelves, as though I were some kind of curio-hunter.",,curio-hunter,Particularization,文脈（骨董を掘り出す）から、「好事家」が「curio-hunter（骨董収集家）」という具体的なタイプに特定されているため,True,Minimization,「好事家」を「curio-hunter」と訳すことで、読者は自文化にも存在する「珍品を探すコレクター」という普遍的な概念に置き換えて理解し、日本文化における「好事家」が持つ趣味人のこだわりや風流といった固有のニュアンスが失われているため。
1094,骨董,私の眼は好事家が骨董でも掘り出す時のように背表紙の金文字をあさった。,"If I was not at my desk, I was in the gloomy library, hurriedly scanning the titles on the high shelves, as though I were some kind of curio-hunter.",,curio,Established equivalent,原文「骨董」を、英語圏でその意味合いに合致する定着した等価語「curio」（curio-hunterの一部）で対応させているため。,True,Minimization,「骨董」を「curio」と訳しているが、「curio」は英語圏でも一般的に「珍品、骨董品」を指す既知の概念であり、日本文化固有の「骨董」が持つ特定の歴史的・美的文脈や固有性が翻訳文からほとんど伝わらず、読者は自文化の普遍的な概念として処理するため。
1098,敷居を跨がなかった,私はついに四月の下旬が来て、やっと予定通りのものを書き上げるまで、先生の敷居を跨がなかった。,"I did not visit Sensei once before the latter part of April, by which time I had finally completed my thesis.",,did not visit,Reduction,「敷居を跨ぐ」という慣用句が持つ文化的要素/メタファー（敷居、境界線）が訳文から完全に省略され、「訪問しない」という動詞のみに還元されているため。,True,Minimization,「敷居を跨がなかった」という表現が持つ、目標達成への決意や目上の人に対する敬意、自尊心といった文化的な固有のニュアンスが、「did not visit」という訳によって完全に消滅しており、読者はその行為を自文化の普遍的な「訪問しなかった」という行動として誤って処理し、固有性を意識しないため。
1101,八重桜,私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。,"I was free at last, when the double cherry blossoms had all fallen and in their place misty green leaves had begun to grow. It was the beginning of summer.",,double cherry blossoms,Literal translation,原文「八重桜」を「double cherry blossoms」と訳す際、「八重」を「double」、「桜」を「cherry blossoms」と、語句の構成要素を逐語訳しているため。,True,Acceptance,「八重桜」を「double cherry blossoms」と訳すことで、読者は一般的な「桜（cherry blossoms）」とは異なる、花弁が重なっているという「八重」の固有性を認識でき、自文化にはない特定の種類の花として差異を捉えるため。
1101,初夏,私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。,"I was free at last, when the double cherry blossoms had all fallen and in their place misty green leaves had begun to grow. It was the beginning of summer.",,the beginning of summer,Literal translation,「初（Beginning）」＋「夏（Summer）」という構成要素ごとの直訳。,True,Minimization,「初夏」が持つ日本固有の、桜の散る時期と新緑が始まる時期という特定の美的感覚や季節感を伴うニュアンスが、「the beginning of summer」という普遍的な表現に完全に置き換えられており、読者はその固有性を意識せず自国の「夏のはじまり」と同じものとして処理するため。
1104,枳殻,枳殻の垣が黒ずんだ枝の上に、萌るような芽を吹いていたり、柘榴の枯れた幹から、つやつやしい茶褐色の葉が、柔らかそうに日光を映していたりするのが、道々私の眼を引き付けた。,"On my way to his house, I noticed the young buds on the twigs of the quince hedges bursting into leaf, and I saw too the shiny brown leaves of the pomegranate trees softly reflecting the sunlight. ",,quince hedges,Adaptation,原文の「枳殻」という日本の特定の植物（からたち）を、英語圏で生垣としても用いられるが、植物としては異なる「quince」（機能的に同等だが、異なる種類の植物に置き換えているため。,True,Minimization,「枳殻」という日本の固有の植物が、「quince hedges」という訳語によって、読者が自身の既知の植物（セイヨウカリン）あるいは一般的な生垣という概念に置き換えて処理するため、固有性（種類や特徴の違い）が意識されない状態になるため。
1104,柘榴,枳殻の垣が黒ずんだ枝の上に、萌るような芽を吹いていたり、柘榴の枯れた幹から、つやつやしい茶褐色の葉が、柔らかそうに日光を映していたりするのが、道々私の眼を引き付けた。,"On my way to his house, I noticed the young buds on the twigs of the quince hedges bursting into leaf, and I saw too the shiny brown leaves of the pomegranate trees softly reflecting the sunlight. ",,pomegranate trees,Literal translation,原文「柘榴」を英語圏で定着している等価語「pomegranate trees」で対応させているため。,True,Minimization,「柘榴」を「pomegranate trees」と広く知られた植物名に置き換えることで、読者は日本の風景におけるその植物の固有の趣や文化的文脈を意識することなく、自文化の知識にある「ザクロの木」と同じ一般的な植物として処理してしまうため、文化要素の固有性（違い）が消えている。
1134,躑躅,躑躅が燃えるように咲き乱れていた。,All about us azaleas flamed in all their splendor.,,azaleas,Literal translation,原文「躑躅」を、英語圏で定着している訳語「azaleas」で対応させているため。,True,Minimization,「躑躅」が英語圏でも一般的な植物である「azaleas」に置き換えられており、読者は日本の「躑躅」が持つ固有の文脈や文化的意味合いを意識することなく、自文化の既知の概念として処理してしまうため。
1135,霧島,先生はそのうちで樺色の丈の高いのを指して、「これは霧島でしょう」といった。,"Sensei pointed to an azalea which grew taller than the others and was reddish-yellow in color. ""That is what we call 'Kirishima,' I think,"" he said.","Kirishima : Literally, this means ""mist island.""",Kirishima,Amplification,"原文「霧島」を「Kirishima」と音写し、注釈で「Literally, this means ""mist island.""」と詳細な説明（増幅）を加えているため。",True,Adaptation,"「霧島」が 'Kirishima' と音写されており、文脈で「azalea」（ツツジ）の特定の品種名であることが示されているため固有性が残っている。さらに、注釈で「Literally, this means ""mist island.""」とその名称の文字通りの意味が補足されており、読者は単なる差異の認識を超え、命名の背景にある文化的な文脈の一部を理解できるため。"
1137,芍薬,芍薬も十坪あまり一面に植え付けられていたが、まだ季節が来ないので花を着けているのは一本もなかった。,There were also peonies covering all area of about ten tsubo. It was too early in the summer for them to be in bloom.,ten tsubo : Ten tsubo is about forty square yards.,peonies,Literal translation,原文「芍薬」を「peonies」と辞書的な意味通りに直訳し、形式・機能・意味が一致しているため。,True,Minimization,文化的要素である「芍薬」が自文化にも存在する「peonies」に置き換えられており、読者はその花が持つ可能性のある日本固有の文化的背景や意味合いを意識せず、自国の花と同じ普遍的な存在として認識するため。
1137,十坪,芍薬も十坪あまり一面に植え付けられていたが、まだ季節が来ないので花を着けているのは一本もなかった。,There were also peonies covering all area of about ten tsubo.  It was too early in the summer for them to be in bloom.,ten tsubo : Ten tsubo is about forty square yards.,ten tsubo,Amplification,原文「十坪」を「ten tsubo」と音写し、さらに注釈で「about forty square yards」と補足説明（増幅）しているため。,True,Adaptation,音写された「tsubo」に対し、注釈で自文化の単位に換算した具体的な数値を提供しており、読者がその機能や文脈を論理的に理解できる「橋渡し」がされているため。
1210,杉苗,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,"Behind the bench, and next to the cedar saplings, dwarf bamboos grew thickly over a small patch of ground.",,cedar saplings,Literal translation,原文「杉苗」を「cedar saplings」と辞書的な意味の通りに直訳し、形式・機能・意味が一致しているため。,True,Minimization,「杉苗」という日本に固有の植物の苗木が「cedar saplings」と一般的な針葉樹の苗木として翻訳されており、読者は日本の杉が持つ特有の生態的特徴や文化的背景といった固有性を意識せず、自国の環境にもある普遍的な木の苗として処理するため。
1210,熊笹,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,"Behind the bench, and next to the cedar saplings, dwarf bamboos grew thickly over a small patch of ground.",,dwarf bamboos,Literal translation,「熊笹」を「dwarf bamboos」で辞書的に対応させているため。,True,Acceptance,「dwarf bamboos」という訳語は、原文の「熊笹」の物理的な特徴（背丈が低い、地面を覆うように茂る）を「dwarf」という形容詞と「bamboos」というカテゴリによって的確に捉えており、読者は自身の知る一般的な竹とは異なる、特定の種類の竹（笹）としてその固有性を認識できるため。
1210,三坪,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,"Behind the bench, and next to the cedar saplings, dwarf bamboos grew thickly over a small patch of ground.",,a small patch of ground,Generalization,原文の具体的な面積単位「三坪」を、より一般的・抽象的な「a small patch of ground」に一般化しているため。,True,Minimization,「三坪」という日本の固有の土地面積単位が、その具体的な面積情報や文化固有の概念を失い、「a small patch of ground」という普遍的な表現に置き換えられており、読者はその固有性を意識せず自文化にも存在する一般的な「小さい地面」として処理するため。
1219,蟇口,懐中から蟇口を出して、五銭の白銅を小供の手に握らせた。,"He pulled out his purse and, finding a five-sen piece, gave it to the boy.",,purse,Generalization,原文「蟇口」という特定の形状を持つ財布を、より一般的な「purse」に一般化しているため。,True,Minimization,「蟇口」が持つ口金式の形状や日本における文化的・歴史的背景といった固有性が、「purse」という一般的な訳語に完全に置き換えられており、読者は自文化の財布と普遍的なものとして処理し、その違いや固有性を意識しないため。
1219,五銭,懐中から蟇口を出して、五銭の白銅を小供の手に握らせた。,"He pulled out his purse and, finding a five-sen piece, gave it to the boy.",,five-sen,Borrowing,"原文「銭」を""sen""とそのまま音訳しているから。",True,Acceptance,「five-sen」と音写に近い形で提示されており、具体的な価値や背景説明がないため詳細な理解は困難だが、「自文化にはない特定の貨幣単位」として、その差異を読者に認識させているため。
1223,斥候長,「今斥候長になってるところなんだよ」,"""At the moment, I am chief of the army scouts,""",,chief of the army scouts,Literal translation,「斥候（scout/army scout）」＋「長（chief）」という辞書的な直訳を並べた表現であり、英語として自然な範疇にあるため。,True,Minimization,「斥候長」という特定の役割を、英語圏の読者にとって普遍的な軍事組織の役職名「chief of the army scouts」に置き換えており、読者は日本固有の文化的・歴史的背景を意識せず、自国の軍隊にも存在するような役割として処理し、固有性（違い）が消えているため。
1238,楓,眼の前にある樹は大概楓であったが、その枝に滴るように吹いた軽い緑の若葉が、段々暗くなって行くように思われた。,"And before us, the delicate, green maple leaves, which looked like drops of water just about to fall from the branches, seemed to grow darker in color.",,maple leaves,Literal translation,原文「楓」を「maples」と辞書的な意味通りに直訳し、形式・機能・意味が一致しているため。,True,Minimization,「楓」を一般的な樹木である「maple leaves」と訳しており、読者は日本固有の文化的背景や意味合い（例えば、紅葉文化など）を読み取ることなく、自文化にも存在する普遍的なカエデとして理解し、固有性（違い）が意識されないため。
1240,縁日,私はそれを村の男が植木か何かを載せて縁日へでも出掛けるものと想像した。,I imagined that a man from the village had loaded his cart with plants or vegetables and was on his way to some fair to sell them.,,fair,Generalization,原文の「縁日」が持つ特定の宗教的・文化的なニュアンスを、より広範で一般的な意味を持つ「fair」（市、祭り）に置き換えているため。,True,Minimization,「縁日」が持つ特定の宗教的・文化的背景や行事日としての固有性が、英訳の「some fair to sell them」によって「物を売るための一般的な市場や催し」という機能に限定され、自文化の既知の概念に完全に置換されており、読者は固有性を意識しないため。
1304,不徳義漢,私の父の前には善人であったらしい彼らは、父の死ぬや否や許しがたい不徳義漢に変ったのです。,"When my father was alive, they behaved like decent people. But as soon as he died they turned into scoundrels.",,scoundrels,Particularization,原文「不徳義漢」という一般的な道徳概念を、文脈に沿いより具体的で強い悪意を示す「scoundrels」（悪党）に具体化しているため。,True,Minimization,「不徳義漢」という日本語の概念が持つ固有の倫理的・道徳的背景やニュアンスが、「scoundrels」という普遍的な悪人を示す英単語に置き換えられることで消失しており、読者は自文化の既知の悪人概念と同一視し、その固有性を認識しないため。
1352,行李,卒業式の日、私は黴臭くなった古い冬服を行李の中から出して着た。,"On the day of the graduation ceremony, I brought out my old and musty winter uniform from my suitcase and put it on.",,suitcase,Adaptation,「行李（こうり）」は竹や柳で編んだ収納具という特定の形態を持つ日本の文化要素です。これを、機能は同じだが形態も文化も異なる現代西洋の「suitcase」に置き換えているため,True,Minimization,「行李」が持つ日本固有の素材や形状、伝統的な収納具としてのニュアンスが、普遍的な「suitcase」という訳語に完全に置き換えられることで失われており、読者は自文化の旅行鞄と同一視し、文化的固有性を意識しないため。
1354,厚羅紗,私は風の通らない厚羅紗の下に密封された自分の身体を持て余した。,My body felt as if it had been sealed in an airtight envelope of thick wool.,,thick wool,Generalization,「羅紗（ラシャ）」は「毛織物の一種（具体的な製品名/織り方）」です。これを「wool（羊毛/素材）」と訳すのは、**「特定の布地（下位概念）」を「その素材（上位概念）」で表現する操作であるため。,True,Minimization,「厚羅紗」が持つ特定の織物としての固有性や、それが暗示する文化的・歴史的背景（例えば日本の明治以降の軍服や防寒具としてのイメージ）が、「thick wool」という一般的な素材名に置き換えられているため、読者は自国の既知の「厚いウール生地」と同じものとして処理し、固有の差異を認識できない状態にあるため。
1366,箸,先生のうちで飯を食うと、きっとこの西洋料理店に見るような白いリンネルの上に、箸や茶碗が置かれた。,"As always when I dined at Sensei's, I found the bowls and chopsticks neatly laid out on white linen such as one sees in the European-style restaurants.",,chopsticks,Literal translation,原文「箸」を「chopsticks」辞書的に直訳しているため。,True,Acceptance,「chopsticks」という単語がそのまま提示されており、読者は「西洋の食文化とは異なる、アジアで使われる食事の道具」としてその存在と差異を認識できるが、機能や文化的な背景に関する補足説明はなく、深い理解には至らないため。
1366,茶碗,先生のうちで飯を食うと、きっとこの西洋料理店に見るような白いリンネルの上に、箸や茶碗が置かれた。,"As always when I dined at Sensei's, I found the bowls and chopsticks neatly laid out on white linen such as one sees in the European-style restaurants.",,bowls,Generalization,原文の「茶碗」という特定の食事用容器を、より一般的で広範な意味を持つ「bowls」に一般化しているため。,True,Minimization,「茶碗」が持つ日本文化における特定の形状、用途、使用習慣といった固有性が「bowals」という一般的な食器の総称に完全に置き換えられており、読者はその違いを認識せず自文化の既知の概念と同じものとして処理するため。
1374,着物,奥さんは「でも着物などは、それほど気にしないようですよ」と答えた事があった。," ""Perhaps so,"" she said. ""But when it comes to clothes, he certainly is not overcareful.""",,clothes,Generalization,原文「着物」という特定の文化要素を、より一般的な意味を持つ「clothes」という用語に置き換えているため。,True,Minimization,「着物」という日本固有の文化要素が、普遍的な「clothes（衣服）」という概念に完全に置き換えられており、読者はその固有性や文化的差異を認識せず、自文化の衣服と同じものとして処理するため。
1381,盃,「お目出とう」といって、先生が私のために杯を上げてくれた。私はこの盃に対してそれほど嬉しい気を起さなかった。,"""Congratulations,"" Sensei said, and raised his saké cup to me. The gesture did not make me particularly happy,",,The gesture,Modulation,[モノ -> 行為]物理的な対象物（盃）を、先生が杯を上げたという行為全体（The gesture/振る舞い）に焦点を移して表現し直しているため。,True,Minimization,「盃を上げる」という行為が「The gesture」と訳されることで、読者はこれを自文化における「祝意を示すジェスチャー」と同一視し、その行為が日本文化において持つかもしれない固有のニュアンスや文化的背景を意識しないまま、自文化の概念と同化させて処理するため。
1381,杯,「お目出とう」といって、先生が私のために杯を上げてくれた。私はこの盃に対してそれほど嬉しい気を起さなかった。,"""Congratulations,"" Sensei said, and raised his saké cup to me. The gesture did not make me particularly happy, ",,saké cup,Amplification,原文の「杯」は文脈上「酒盃」を指すが、語句自体に「酒」の意味は明示されていない。翻訳者は「saké」という語を補うことで、原文の暗黙の情報をターゲット読者に向けて明示化（増幅）しているため。,True,Acceptance,「saké cup」という訳語を用いることで、単なる「cup」に置き換えることを避け、日本酒という特定の飲料に対応する器としての「杯」の固有性を保っており、読者はその詳細な機能や形状は不明ながらも、「自文化の一般的なカップとは異なる、日本特有の酒器」として、その差異を認識できるため。
1405,アイスクリーム,奥さんは下女を呼んで食卓を片付けさせた後へ、改めてアイスクリームと水菓子を運ばせた。,"Sensei's wife, it seemed, had so little to do in the house that she could, if she wished, serve her guests homemade ice cream. ",,homemade ice cream,Amplification,「アイスクリーム」に原文にない情報である「homemade（自家製の）」を付け加えているため。,True,Minimization,原文の「アイスクリーム」を「homemade ice cream」と訳すことで、読者は自文化に存在する既知の概念（自家製アイスクリームの贅沢さや手間）に完全に置き換え、文化的要素の固有性や日本文化における特殊な意味合いを認識しないため。
1405,水菓子,奥さんは下女を呼んで食卓を片付けさせた後へ、改めてアイスクリームと水菓子を運ばせた。,"Sensei's wife, it seemed, had so little to do in the house that she could, if she wished, serve her guests homemade ice cream. ",,なし,Reduction,原文の「水菓子」という文化的要素が英訳の「homemade ice cream」で完全に省略されているため。,True,Denial,原文にあった「水菓子」という文化的要素が英訳では完全に削除されており、読者はその存在自体を認知できないため。
1488,団扇,先生は手に持った団扇をわざとばたばたいわせた。,Sensei made as much noise as he could with his fan.,,fan,Generalization,原文の「団扇」という特定の形状を持つ扇を、より一般的で中立的な「fan」という用語に置き換えているため。,True,Minimization,「団扇」を「fan」という自文化の既知の概念（一般的な扇ぎ具）に置き換えており、日本の団扇が持つ特定の形状や文化的な固有性（違い）が完全に消え、読者はこれを普遍的なものとして処理するため。
1493,古本屋,「古本屋に売るさ」,"""You can sell them to some secondhand bookshop.""",,secondhand bookshop,Literal translation,「古（Secondhand）」＋「本（Book）」＋「屋（Shop）」という構成要素ごとの直訳であり、英語としても自然なため。,True,Minimization,「古本屋」が自文化にも存在する「secondhand bookshop」という普遍的な概念に置き換えられており、日本の古本屋が持つ固有の文化的なニュアンスや差異が伝わらず、読者は自国の同様の店と同一視して固有性を意識しないため。
1500,縁起でもない,縁喜でもない。,It's unlucky to talk like that.,,It's unlucky to talk like that.,Established equivalent,"「縁起でもない」は ""ill-omened"" や ""unlucky"" と訳すのが辞書的にも慣習的にも標準です。",True,Minimization,「縁起でもない」という日本文化固有の概念が「It's unlucky」という一般的な「不運」に置き換えられており、読者はその文化的固有性を意識せず自文化の既知の概念と同一視してしまうため。
1505,木犀,玄関と門の間にあるこんもりした木犀の一株が、私の行手を塞ぐように、夜陰のうちに枝を張っていた。,"Between the house and the outer gate there was a bushy osmanthus tree. It spread its branches into the night, as if to block my way. ",,osmanthus tree,Literal translation,辞書的に訳しているから。,True,Acceptance,「osmanthus tree」という固有の植物名を用いることで、読者はそれが自文化の一般的な樹木とは異なる固有の存在であることを認識するが、その文化的な特徴や意味合いに関する補足説明がないため、差異を認識するに留まるため。
1523,田舎者,私は電車の中で汗を拭きながら、他の時間と手数に気の毒という観念をまるでもっていない田舎者を憎らしく思った。,"And as I sat in the tram, wiping the perspiration from my face, I began to hate country people who were always ready to bother others busier than themselves with annoying requests.",,country people,Literal translation,「田舎（Country）」＋「者（people）」という構成要素ごとの直訳。,True,Defense,"否定的な形容詞や文脈（hate, annoying requests）が含まれており、読者は日本の「田舎者」を「奇妙で劣ったもの」（迷惑な存在）として否定的に捉える可能性が高いため。"
1527,丸善,私は半日を丸善の二階で潰す覚悟でいた。私は自分に関係の深い部門の書籍棚の前に立って、隅から隅まで一冊ずつ点検して行った。,"I went to the Maruzen Bookshop, and, prepared to spend half the day there if need be, I examined carefully all the books that dealt with my subject of study.",,Maruzen Bookshop,Amplification,原文「丸善」を「Maruzen」と借用しつつ、「Bookshop」という詳細説明を加えて増幅しているため。,True,Acceptance,「Maruzen Bookshop」と音写に機能説明を加えることで、読者はそれが「本屋」であることを理解しつつも、「Maruzen」という固有の名称を持つ異文化の存在として差異を認識できるため。
